layout,tile_count,total_cells,capacity,score_min,score_max
NewLayout_L10.json,20,72,24,41.57,55.25
NewLayout_L10.json,21,72,24,49.29,60.35
NewLayout_L10.json,22,72,24,40.92,62.2
NewLayout_L10.json,23,72,24,51.34,64.17
NewLayout_L10.json,24,72,24,55.7,66.2
NewLayout_L100.json,2,78,26,2.57,2.57
NewLayout_L100.json,3,78,26,2.57,3.08
NewLayout_L100.json,4,78,26,2.57,2.82
NewLayout_L100.json,5,78,26,2.57,3.63
NewLayout_L100.json,6,78,26,2.57,3.69
NewLayout_L100.json,7,78,26,2.57,4.25
NewLayout_L100.json,8,78,26,2.57,5.88
NewLayout_L100.json,9,78,26,2.57,8.39
NewLayout_L100.json,10,78,26,2.57,9.93
NewLayout_L100.json,11,78,26,2.57,8.9
NewLayout_L100.json,12,78,26,3.92,14.2
NewLayout_L100.json,13,78,26,7.34,15.95
NewLayout_L100.json,14,78,26,10.12,17.22
NewLayout_L100.json,15,78,26,11.35,17.92
NewLayout_L100.json,16,78,26,12.27,20.45
NewLayout_L100.json,17,78,26,15.17,22.59
NewLayout_L100.json,18,78,26,14.89,21.34
NewLayout_L100.json,19,78,26,17.97,26.85
NewLayout_L100.json,20,78,26,18.09,28.55
NewLayout_L100.json,21,78,26,16.94,29.03
NewLayout_L100.json,22,78,26,24.6,32.89
NewLayout_L100.json,23,78,26,22.3,33.12
NewLayout_L100.json,24,78,26,29.7,36.34
NewLayout_L100.json,25,78,26,28.2,38.19
NewLayout_L101.json,2,51,17,8.14,13.22
NewLayout_L101.json,3,51,17,6.97,19.4
NewLayout_L101.json,4,51,17,16.69,27.92
NewLayout_L101.json,5,51,17,28.28,35.33
NewLayout_L101.json,6,51,17,28.16,41.39
NewLayout_L101.json,7,51,17,35.91,49.78
NewLayout_L101.json,8,51,17,42.32,58.09
NewLayout_L101.json,9,51,17,51.12,62.7
NewLayout_L101.json,10,51,17,57.05,72.84
NewLayout_L101.json,11,51,17,64.07,79.5
NewLayout_L101.json,12,51,17,68.24,87.62
NewLayout_L101.json,13,51,17,76.04,96.69
NewLayout_L101.json,14,51,17,89.33,102.07
NewLayout_L101.json,15,51,17,89.12,109.85
NewLayout_L101.json,16,51,17,109.17,116.4
NewLayout_L101.json,17,51,17,111.94,126.74
NewLayout_L102.json,2,78,26,20.58,20.58
NewLayout_L102.json,3,78,26,20.58,21.66
NewLayout_L102.json,4,78,26,20.58,21.36
NewLayout_L102.json,5,78,26,20.58,24.78
NewLayout_L102.json,6,78,26,21.75,28.27
NewLayout_L102.json,7,78,26,21.85,30.38
NewLayout_L102.json,8,78,26,23.14,34.0
NewLayout_L102.json,9,78,26,23.87,36.49
NewLayout_L102.json,10,78,26,25.17,36.5
NewLayout_L102.json,11,78,26,27.95,43.33
NewLayout_L102.json,12,78,26,34.97,45.17
NewLayout_L102.json,13,78,26,36.81,50.38
NewLayout_L102.json,14,78,26,49.81,53.94
NewLayout_L102.json,15,78,26,50.48,58.94
NewLayout_L102.json,16,78,26,44.41,59.74
NewLayout_L102.json,17,78,26,50.98,60.49
NewLayout_L102.json,18,78,26,55.49,63.29
NewLayout_L102.json,19,78,26,55.36,69.61
NewLayout_L102.json,20,78,26,58.66,72.91
NewLayout_L102.json,21,78,26,55.41,76.69
NewLayout_L102.json,22,78,26,68.14,77.43
NewLayout_L102.json,23,78,26,64.03,79.49
NewLayout_L102.json,24,78,26,69.96,83.99
NewLayout_L102.json,25,78,26,74.93,88.61
NewLayout_L103.json,2,84,28,17.29,17.29
NewLayout_L103.json,3,84,28,17.29,17.29
NewLayout_L103.json,4,84,28,17.29,21.1
NewLayout_L103.json,5,84,28,17.29,17.62
NewLayout_L103.json,6,84,28,17.29,22.26
NewLayout_L103.json,7,84,28,17.29,29.55
NewLayout_L103.json,8,84,28,17.29,33.34
NewLayout_L103.json,9,84,28,17.29,38.08
NewLayout_L103.json,10,84,28,34.92,44.62
NewLayout_L103.json,11,84,28,33.45,44.63
NewLayout_L103.json,12,84,28,39.78,48.0
NewLayout_L103.json,13,84,28,40.84,52.73
NewLayout_L103.json,14,84,28,44.98,54.86
NewLayout_L103.json,15,84,28,52.19,58.03
NewLayout_L103.json,16,84,28,55.69,62.66
NewLayout_L103.json,17,84,28,52.21,64.76
NewLayout_L103.json,18,84,28,59.78,68.61
NewLayout_L103.json,19,84,28,62.09,71.01
NewLayout_L103.json,20,84,28,65.93,76.98
NewLayout_L103.json,21,84,28,67.58,80.54
NewLayout_L103.json,22,84,28,76.31,85.33
NewLayout_L103.json,23,84,28,78.65,88.23
NewLayout_L103.json,24,84,28,75.85,92.06
NewLayout_L103.json,25,84,28,84.08,94.16
NewLayout_L104.json,2,111,37,46.73,46.94
NewLayout_L104.json,3,111,37,51.16,52.5
NewLayout_L104.json,4,111,37,55.73,57.78
NewLayout_L104.json,5,111,37,60.63,63.51
NewLayout_L104.json,6,111,37,65.85,68.34
NewLayout_L104.json,7,111,37,71.07,73.91
NewLayout_L104.json,8,111,37,75.42,79.11
NewLayout_L104.json,9,111,37,81.89,84.38
NewLayout_L104.json,10,111,37,87.0,89.73
NewLayout_L104.json,11,111,37,93.48,96.17
NewLayout_L104.json,12,111,37,97.99,105.26
NewLayout_L104.json,13,111,37,103.5,109.56
NewLayout_L104.json,14,111,37,110.18,115.67
NewLayout_L104.json,15,111,37,115.81,124.58
NewLayout_L104.json,16,111,37,119.59,127.34
NewLayout_L104.json,17,111,37,128.98,134.63
NewLayout_L104.json,18,111,37,134.49,141.96
NewLayout_L104.json,19,111,37,142.8,146.01
NewLayout_L104.json,20,111,37,144.85,154.48
NewLayout_L104.json,21,111,37,151.31,159.94
NewLayout_L104.json,22,111,37,160.0,171.35
NewLayout_L104.json,23,111,37,163.25,176.7
NewLayout_L104.json,24,111,37,160.68,181.83
NewLayout_L104.json,25,111,37,176.53,191.8
NewLayout_L105.json,2,78,26,21.74,21.78
NewLayout_L105.json,3,78,26,21.74,21.84
NewLayout_L105.json,4,78,26,21.74,24.96
NewLayout_L105.json,5,78,26,21.85,29.68
NewLayout_L105.json,6,78,26,21.74,34.93
NewLayout_L105.json,7,78,26,21.91,43.69
NewLayout_L105.json,8,78,26,27.04,46.56
NewLayout_L105.json,9,78,26,38.27,53.85
NewLayout_L105.json,10,78,26,43.03,56.4
NewLayout_L105.json,11,78,26,48.18,65.11
NewLayout_L105.json,12,78,26,55.54,70.6
NewLayout_L105.json,13,78,26,57.27,77.52
NewLayout_L105.json,14,78,26,72.71,84.82
NewLayout_L105.json,15,78,26,80.81,86.72
NewLayout_L105.json,16,78,26,75.36,88.29
NewLayout_L105.json,17,78,26,80.29,101.31
NewLayout_L105.json,18,78,26,83.87,107.04
NewLayout_L105.json,19,78,26,97.07,109.22
NewLayout_L105.json,20,78,26,92.91,117.36
NewLayout_L105.json,21,78,26,102.67,122.76
NewLayout_L105.json,22,78,26,116.01,130.19
NewLayout_L105.json,23,78,26,117.04,133.24
NewLayout_L105.json,24,78,26,124.56,137.34
NewLayout_L105.json,25,78,26,125.69,144.46
NewLayout_L106.json,2,72,24,8.97,8.97
NewLayout_L106.json,3,72,24,8.97,8.99
NewLayout_L106.json,4,72,24,8.97,9.09
NewLayout_L106.json,5,72,24,8.97,9.34
NewLayout_L106.json,6,72,24,8.97,9.47
NewLayout_L106.json,7,72,24,8.97,10.11
NewLayout_L106.json,8,72,24,8.97,10.87
NewLayout_L106.json,9,72,24,9.74,11.88
NewLayout_L106.json,10,72,24,9.89,12.75
NewLayout_L106.json,11,72,24,10.2,14.83
NewLayout_L106.json,12,72,24,10.2,17.5
NewLayout_L106.json,13,72,24,10.24,17.21
NewLayout_L106.json,14,72,24,10.51,18.85
NewLayout_L106.json,15,72,24,13.15,21.35
NewLayout_L106.json,16,72,24,15.4,22.74
NewLayout_L106.json,17,72,24,16.8,23.99
NewLayout_L106.json,18,72,24,21.02,26.97
NewLayout_L106.json,19,72,24,22.62,29.7
NewLayout_L106.json,20,72,24,24.09,30.04
NewLayout_L106.json,21,72,24,21.44,28.99
NewLayout_L106.json,22,72,24,24.34,31.02
NewLayout_L106.json,23,72,24,21.89,34.75
NewLayout_L106.json,24,72,24,25.37,34.3
NewLayout_L107.json,2,63,21,15.05,15.05
NewLayout_L107.json,3,63,21,15.05,15.1
NewLayout_L107.json,4,63,21,15.05,15.44
NewLayout_L107.json,5,63,21,15.05,16.71
NewLayout_L107.json,6,63,21,15.05,19.14
NewLayout_L107.json,7,63,21,15.05,18.55
NewLayout_L107.json,8,63,21,16.08,20.23
NewLayout_L107.json,9,63,21,17.22,21.4
NewLayout_L107.json,10,63,21,15.77,25.65
NewLayout_L107.json,11,63,21,17.63,26.76
NewLayout_L107.json,12,63,21,19.84,26.45
NewLayout_L107.json,13,63,21,22.5,28.56
NewLayout_L107.json,14,63,21,23.47,33.8
NewLayout_L107.json,15,63,21,28.33,34.81
NewLayout_L107.json,16,63,21,28.27,35.54
NewLayout_L107.json,17,63,21,30.29,36.11
NewLayout_L107.json,18,63,21,33.45,36.1
NewLayout_L107.json,19,63,21,33.26,38.2
NewLayout_L107.json,20,63,21,34.98,41.73
NewLayout_L107.json,21,63,21,37.68,41.65
NewLayout_L108.json,2,72,24,29.9,29.9
NewLayout_L108.json,3,72,24,29.9,29.9
NewLayout_L108.json,4,72,24,29.9,32.25
NewLayout_L108.json,5,72,24,29.9,33.07
NewLayout_L108.json,6,72,24,29.9,35.72
NewLayout_L108.json,7,72,24,32.08,39.16
NewLayout_L108.json,8,72,24,29.9,41.38
NewLayout_L108.json,9,72,24,36.38,43.22
NewLayout_L108.json,10,72,24,36.31,44.63
NewLayout_L108.json,11,72,24,40.14,46.59
NewLayout_L108.json,12,72,24,43.94,47.72
NewLayout_L108.json,13,72,24,49.3,51.15
NewLayout_L108.json,14,72,24,48.24,52.45
NewLayout_L108.json,15,72,24,52.34,55.23
NewLayout_L108.json,16,72,24,53.56,58.02
NewLayout_L108.json,17,72,24,53.57,58.97
NewLayout_L108.json,18,72,24,55.37,62.4
NewLayout_L108.json,19,72,24,53.02,63.18
NewLayout_L108.json,20,72,24,61.59,65.13
NewLayout_L108.json,21,72,24,64.28,67.97
NewLayout_L108.json,22,72,24,64.8,71.62
NewLayout_L108.json,23,72,24,67.07,72.35
NewLayout_L108.json,24,72,24,69.1,72.83
NewLayout_L109.json,2,126,42,43.27,45.36
NewLayout_L109.json,3,126,42,43.27,49.59
NewLayout_L109.json,4,126,42,47.63,54.18
NewLayout_L109.json,5,126,42,52.93,59.46
NewLayout_L109.json,6,126,42,54.81,64.77
NewLayout_L109.json,7,126,42,64.17,69.79
NewLayout_L109.json,8,126,42,64.16,75.13
NewLayout_L109.json,9,126,42,72.12,81.59
NewLayout_L109.json,10,126,42,70.74,85.36
NewLayout_L109.json,11,126,42,82.39,91.29
NewLayout_L109.json,12,126,42,85.49,95.65
NewLayout_L109.json,13,126,42,92.02,102.66
NewLayout_L109.json,14,126,42,100.08,106.95
NewLayout_L109.json,15,126,42,100.38,113.37
NewLayout_L109.json,16,126,42,108.57,119.85
NewLayout_L109.json,17,126,42,114.28,127.19
NewLayout_L109.json,18,126,42,115.47,133.81
NewLayout_L109.json,19,126,42,126.52,139.15
NewLayout_L109.json,20,126,42,131.83,141.8
NewLayout_L109.json,21,126,42,137.93,149.93
NewLayout_L109.json,22,126,42,137.67,157.12
NewLayout_L109.json,23,126,42,152.07,167.72
NewLayout_L109.json,24,126,42,149.82,170.27
NewLayout_L109.json,25,126,42,154.25,177.63
NewLayout_L11.json,2,54,18,3.83,3.83
NewLayout_L11.json,3,54,18,3.83,3.83
NewLayout_L11.json,4,54,18,3.83,4.96
NewLayout_L11.json,5,54,18,3.83,8.04
NewLayout_L11.json,6,54,18,3.83,9.0
NewLayout_L11.json,7,54,18,4.78,11.52
NewLayout_L11.json,8,54,18,4.9,14.38
NewLayout_L11.json,9,54,18,7.25,15.89
NewLayout_L11.json,10,54,18,12.44,17.56
NewLayout_L11.json,11,54,18,12.24,19.28
NewLayout_L11.json,12,54,18,14.19,20.59
NewLayout_L11.json,13,54,18,19.34,22.44
NewLayout_L11.json,14,54,18,19.72,23.76
NewLayout_L11.json,15,54,18,25.21,27.56
NewLayout_L11.json,16,54,18,23.83,28.58
NewLayout_L11.json,17,54,18,24.81,29.76
NewLayout_L11.json,18,54,18,27.06,31.59
NewLayout_L110.json,2,57,19,13.9,14.02
NewLayout_L110.json,3,57,19,13.9,14.12
NewLayout_L110.json,4,57,19,13.9,14.19
NewLayout_L110.json,5,57,19,13.9,15.4
NewLayout_L110.json,6,57,19,13.9,15.43
NewLayout_L110.json,7,57,19,13.9,17.59
NewLayout_L110.json,8,57,19,13.9,18.02
NewLayout_L110.json,9,57,19,14.54,19.71
NewLayout_L110.json,10,57,19,17.81,22.87
NewLayout_L110.json,11,57,19,18.22,24.48
NewLayout_L110.json,12,57,19,18.6,27.51
NewLayout_L110.json,13,57,19,20.31,25.82
NewLayout_L110.json,14,57,19,17.27,29.53
NewLayout_L110.json,15,57,19,23.39,29.82
NewLayout_L110.json,16,57,19,25.73,34.8
NewLayout_L110.json,17,57,19,30.03,36.42
NewLayout_L110.json,18,57,19,30.38,38.52
NewLayout_L110.json,19,57,19,35.03,39.87
NewLayout_L111.json,2,72,24,12.71,12.71
NewLayout_L111.json,3,72,24,12.71,12.84
NewLayout_L111.json,4,72,24,12.71,12.8
NewLayout_L111.json,5,72,24,12.71,15.25
NewLayout_L111.json,6,72,24,12.71,16.66
NewLayout_L111.json,7,72,24,12.71,17.71
NewLayout_L111.json,8,72,24,12.71,27.58
NewLayout_L111.json,9,72,24,12.71,23.33
NewLayout_L111.json,10,72,24,13.51,32.32
NewLayout_L111.json,11,72,24,16.66,34.76
NewLayout_L111.json,12,72,24,19.13,37.54
NewLayout_L111.json,13,72,24,33.8,39.78
NewLayout_L111.json,14,72,24,33.43,43.91
NewLayout_L111.json,15,72,24,32.83,43.51
NewLayout_L111.json,16,72,24,39.91,49.8
NewLayout_L111.json,17,72,24,44.65,50.96
NewLayout_L111.json,18,72,24,32.3,54.76
NewLayout_L111.json,19,72,24,43.66,57.5
NewLayout_L111.json,20,72,24,54.38,62.46
NewLayout_L111.json,21,72,24,57.91,62.81
NewLayout_L111.json,22,72,24,57.05,66.86
NewLayout_L111.json,23,72,24,51.43,66.05
NewLayout_L111.json,24,72,24,63.08,70.48
NewLayout_L115.json,2,78,26,12.93,12.93
NewLayout_L115.json,3,78,26,12.93,21.76
NewLayout_L115.json,4,78,26,12.93,25.6
NewLayout_L115.json,5,78,26,18.31,29.61
NewLayout_L115.json,6,78,26,22.62,34.1
NewLayout_L115.json,7,78,26,32.09,39.02
NewLayout_L115.json,8,78,26,27.05,42.87
NewLayout_L115.json,9,78,26,40.5,46.96
NewLayout_L115.json,10,78,26,39.67,53.92
NewLayout_L115.json,11,78,26,41.69,56.23
NewLayout_L115.json,12,78,26,57.23,61.58
NewLayout_L115.json,13,78,26,62.64,65.46
NewLayout_L115.json,14,78,26,58.41,71.66
NewLayout_L115.json,15,78,26,69.54,76.61
NewLayout_L115.json,16,78,26,77.15,83.19
NewLayout_L115.json,17,78,26,78.38,92.74
NewLayout_L115.json,18,78,26,82.43,93.43
NewLayout_L115.json,19,78,26,92.04,99.92
NewLayout_L115.json,20,78,26,97.34,104.68
NewLayout_L115.json,21,78,26,97.84,107.19
NewLayout_L115.json,22,78,26,103.09,112.04
NewLayout_L115.json,23,78,26,106.89,117.09
NewLayout_L115.json,24,78,26,114.04,122.09
NewLayout_L115.json,25,78,26,117.08,126.79
NewLayout_L116.json,2,84,28,8.62,8.66
NewLayout_L116.json,3,84,28,8.64,17.01
NewLayout_L116.json,4,84,28,9.89,21.83
NewLayout_L116.json,5,84,28,12.78,25.27
NewLayout_L116.json,6,84,28,11.71,29.98
NewLayout_L116.json,7,84,28,22.99,34.15
NewLayout_L116.json,8,84,28,33.83,39.21
NewLayout_L116.json,9,84,28,33.97,42.69
NewLayout_L116.json,10,84,28,40.91,46.03
NewLayout_L116.json,11,84,28,38.69,51.51
NewLayout_L116.json,12,84,28,50.48,55.09
NewLayout_L116.json,13,84,28,55.57,60.3
NewLayout_L116.json,14,84,28,53.67,62.02
NewLayout_L116.json,15,84,28,61.6,68.13
NewLayout_L116.json,16,84,28,59.7,71.9
NewLayout_L116.json,17,84,28,66.67,75.27
NewLayout_L116.json,18,84,28,77.5,82.93
NewLayout_L116.json,19,84,28,78.17,82.77
NewLayout_L116.json,20,84,28,84.43,89.85
NewLayout_L116.json,21,84,28,90.63,99.13
NewLayout_L116.json,22,84,28,90.49,101.48
NewLayout_L116.json,23,84,28,97.1,106.83
NewLayout_L116.json,24,84,28,101.7,110.32
NewLayout_L116.json,25,84,28,107.77,110.6
NewLayout_L117.json,2,66,22,21.55,22.23
NewLayout_L117.json,3,66,22,21.82,24.63
NewLayout_L117.json,4,66,22,23.06,25.58
NewLayout_L117.json,5,66,22,23.95,30.02
NewLayout_L117.json,6,66,22,25.94,32.24
NewLayout_L117.json,7,66,22,27.83,33.81
NewLayout_L117.json,8,66,22,31.17,35.18
NewLayout_L117.json,9,66,22,30.05,39.13
NewLayout_L117.json,10,66,22,32.25,41.89
NewLayout_L117.json,11,66,22,35.47,43.66
NewLayout_L117.json,12,66,22,40.93,45.47
NewLayout_L117.json,13,66,22,42.92,46.92
NewLayout_L117.json,14,66,22,43.28,51.13
NewLayout_L117.json,15,66,22,46.12,52.85
NewLayout_L117.json,16,66,22,48.53,57.15
NewLayout_L117.json,17,66,22,50.95,60.01
NewLayout_L117.json,18,66,22,53.4,61.46
NewLayout_L117.json,19,66,22,55.83,63.2
NewLayout_L117.json,20,66,22,59.75,68.42
NewLayout_L117.json,21,66,22,63.15,68.78
NewLayout_L117.json,22,66,22,65.78,71.28
NewLayout_L118.json,2,63,21,8.88,11.61
NewLayout_L118.json,3,63,21,9.26,20.2
NewLayout_L118.json,4,63,21,18.04,29.16
NewLayout_L118.json,5,63,21,31.45,34.16
NewLayout_L118.json,6,63,21,27.29,46.7
NewLayout_L118.json,7,63,21,43.58,53.9
NewLayout_L118.json,8,63,21,56.15,63.22
NewLayout_L118.json,9,63,21,56.45,71.93
NewLayout_L118.json,10,63,21,66.89,81.28
NewLayout_L118.json,11,63,21,74.45,88.38
NewLayout_L118.json,12,63,21,80.24,105.97
NewLayout_L118.json,13,63,21,101.33,109.69
NewLayout_L118.json,14,63,21,110.08,118.0
NewLayout_L118.json,15,63,21,111.68,130.86
NewLayout_L118.json,16,63,21,131.67,140.53
NewLayout_L118.json,17,63,21,123.68,147.21
NewLayout_L118.json,18,63,21,137.9,160.81
NewLayout_L118.json,19,63,21,151.9,177.16
NewLayout_L118.json,20,63,21,150.35,180.48
NewLayout_L118.json,21,63,21,175.65,185.35
NewLayout_L119.json,2,114,38,35.08,38.81
NewLayout_L119.json,3,114,38,35.08,41.34
NewLayout_L119.json,4,114,38,35.08,43.96
NewLayout_L119.json,5,114,38,43.18,47.11
NewLayout_L119.json,6,114,38,42.58,50.33
NewLayout_L119.json,7,114,38,49.25,54.1
NewLayout_L119.json,8,114,38,54.55,56.99
NewLayout_L119.json,9,114,38,54.53,59.82
NewLayout_L119.json,10,114,38,59.33,65.59
NewLayout_L119.json,11,114,38,62.2,68.71
NewLayout_L119.json,12,114,38,63.74,72.59
NewLayout_L119.json,13,114,38,68.17,77.35
NewLayout_L119.json,14,114,38,74.18,80.38
NewLayout_L119.json,15,114,38,80.59,86.56
NewLayout_L119.json,16,114,38,83.42,91.68
NewLayout_L119.json,17,114,38,83.69,98.45
NewLayout_L119.json,18,114,38,91.94,100.37
NewLayout_L119.json,19,114,38,97.77,102.37
NewLayout_L119.json,20,114,38,103.45,109.76
NewLayout_L119.json,21,114,38,100.38,114.93
NewLayout_L119.json,22,114,38,112.1,119.73
NewLayout_L119.json,23,114,38,109.75,128.35
NewLayout_L119.json,24,114,38,120.08,126.8
NewLayout_L119.json,25,114,38,121.06,139.88
NewLayout_L12.json,2,54,18,2.38,3.06
NewLayout_L12.json,3,54,18,4.32,7.16
NewLayout_L12.json,4,54,18,8.2,14.05
NewLayout_L12.json,5,54,18,14.44,17.96
NewLayout_L12.json,6,54,18,15.69,23.21
NewLayout_L12.json,7,54,18,23.05,26.47
NewLayout_L12.json,8,54,18,28.76,30.72
NewLayout_L12.json,9,54,18,32.13,37.21
NewLayout_L12.json,10,54,18,37.08,42.23
NewLayout_L12.json,11,54,18,40.67,47.63
NewLayout_L12.json,12,54,18,41.42,53.68
NewLayout_L12.json,13,54,18,49.79,56.11
NewLayout_L12.json,14,54,18,56.65,63.54
NewLayout_L12.json,15,54,18,57.0,68.36
NewLayout_L12.json,16,54,18,63.7,70.07
NewLayout_L12.json,17,54,18,66.82,75.88
NewLayout_L12.json,18,54,18,70.18,81.18
NewLayout_L120.json,2,63,21,13.44,13.44
NewLayout_L120.json,3,63,21,13.44,13.81
NewLayout_L120.json,4,63,21,13.44,14.48
NewLayout_L120.json,5,63,21,13.44,14.97
NewLayout_L120.json,6,63,21,13.44,16.95
NewLayout_L120.json,7,63,21,14.52,17.67
NewLayout_L120.json,8,63,21,16.59,21.8
NewLayout_L120.json,9,63,21,17.69,23.9
NewLayout_L120.json,10,63,21,17.69,25.88
NewLayout_L120.json,11,63,21,21.37,27.42
NewLayout_L120.json,12,63,21,21.89,30.75
NewLayout_L120.json,13,63,21,23.74,30.84
NewLayout_L120.json,14,63,21,27.47,33.8
NewLayout_L120.json,15,63,21,30.85,38.02
NewLayout_L120.json,16,63,21,27.99,36.24
NewLayout_L120.json,17,63,21,29.77,41.4
NewLayout_L120.json,18,63,21,36.59,42.04
NewLayout_L120.json,19,63,21,34.39,42.27
NewLayout_L120.json,20,63,21,39.47,45.67
NewLayout_L120.json,21,63,21,39.14,47.34
NewLayout_L13.json,2,72,24,18.62,18.62
NewLayout_L13.json,3,72,24,18.62,18.62
NewLayout_L13.json,4,72,24,18.62,18.62
NewLayout_L13.json,5,72,24,18.62,18.62
NewLayout_L13.json,6,72,24,18.62,18.62
NewLayout_L13.json,7,72,24,18.62,18.62
NewLayout_L13.json,8,72,24,18.62,18.84
NewLayout_L13.json,9,72,24,18.62,22.31
NewLayout_L13.json,10,72,24,18.62,19.86
NewLayout_L13.json,11,72,24,18.62,26.43
NewLayout_L13.json,12,72,24,18.62,29.28
NewLayout_L13.json,13,72,24,21.63,31.38
NewLayout_L13.json,14,72,24,20.1,30.2
NewLayout_L13.json,15,72,24,18.62,31.82
NewLayout_L13.json,16,72,24,24.82,35.63
NewLayout_L13.json,17,72,24,25.78,35.8
NewLayout_L13.json,18,72,24,30.78,35.83
NewLayout_L13.json,19,72,24,29.58,39.02
NewLayout_L13.json,20,72,24,32.38,40.18
NewLayout_L13.json,21,72,24,36.4,42.4
NewLayout_L13.json,22,72,24,37.68,45.6
NewLayout_L13.json,23,72,24,37.85,45.62
NewLayout_L13.json,24,72,24,39.45,46.28
NewLayout_L14.json,2,120,40,51.1,51.1
NewLayout_L14.json,3,120,40,51.1,51.1
NewLayout_L14.json,4,120,40,51.1,51.2
NewLayout_L14.json,5,120,40,51.1,52.31
NewLayout_L14.json,6,120,40,51.1,59.57
NewLayout_L14.json,7,120,40,51.1,58.22
NewLayout_L14.json,8,120,40,51.1,70.17
NewLayout_L14.json,9,120,40,60.73,78.08
NewLayout_L14.json,10,120,40,65.54,90.82
NewLayout_L14.json,11,120,40,69.8,94.87
NewLayout_L14.json,12,120,40,69.36,100.95
NewLayout_L14.json,13,120,40,81.72,103.32
NewLayout_L14.json,14,120,40,90.89,113.54
NewLayout_L14.json,15,120,40,78.74,119.29
NewLayout_L14.json,16,120,40,84.58,123.24
NewLayout_L14.json,17,120,40,93.7,133.37
NewLayout_L14.json,18,120,40,121.62,137.91
NewLayout_L14.json,19,120,40,116.6,143.8
NewLayout_L14.json,20,120,40,126.86,153.97
NewLayout_L14.json,21,120,40,132.85,159.12
NewLayout_L14.json,22,120,40,138.19,171.59
NewLayout_L14.json,23,120,40,148.29,165.6
NewLayout_L14.json,24,120,40,158.81,180.91
NewLayout_L14.json,25,120,40,162.72,186.32
NewLayout_L15.json,2,72,24,14.51,14.51
NewLayout_L15.json,3,72,24,14.51,14.51
NewLayout_L15.json,4,72,24,14.51,14.51
NewLayout_L15.json,5,72,24,14.51,14.51
NewLayout_L15.json,6,72,24,14.51,14.71
NewLayout_L15.json,7,72,24,14.51,15.64
NewLayout_L15.json,8,72,24,14.51,15.09
NewLayout_L15.json,9,72,24,14.51,22.0
NewLayout_L15.json,10,72,24,14.51,24.61
NewLayout_L15.json,11,72,24,15.04,25.26
NewLayout_L15.json,12,72,24,15.41,27.21
NewLayout_L15.json,13,72,24,19.51,28.74
